ID,is_interesting,news,category
10649228e73bd7702a8b68bc00936660,0,"Night rider: 21 years sleeping on a London bus. When Sunny's asylum application was refused, he took refuge overnight on London's buses - for two decades.",BBC News - Home
1069c5f5eb0ee014a24da536b5128dab,1,Iran plane crash: Khamenei defends armed forces in rare address. Ayatollah Khamenei praises the Revolutionary Guard amid anger over the downing of a passenger jet.,['BBC News - Home' 'BBC News - World']
11a357f4a038939b0f102ece7d188d77,1,How the dog biscuit became a million dollar idea. The BBC's Aaron Heslehurst explains how the dog biscuit became a million dollar idea.,BBC News - Business
12e0b3c6782e578e7d9c807d5fa613e3,1,'Rosalind Franklin' Mars rover edges closer to launch. Europe's six-wheeled robot completes more key tests ahead of its planned summer launch.,BBC News - Science & Environment
13a58d09ef0c7b5a73a2cd6b4e3a2336,1,What's behind the fight for Libya?. The oil-rich North African country has been beset by a civil war for nearly a decade.,BBC News - World
14b7d3fbfcf79f5169d766c833b40d11,0,"Tice: Big Ben situation is pathetic. Brexit Party MEP Richard Tice says it is ""pathetic"" that Parliament can't get Big Ben to ring on Brexit day.",BBC News - UK Politics
152c6485e2dd976b7353e5633c16f9ee,1,Ofsted seeks judgement-free approach to 'stuck schools'. Inspectors call for new freedom to inspect struggling schools without publishing a judgement.,BBC News - Family & Education
15b3713a6e75869a1f907bc6ebc27463,0,'Exercise is my medication'. Sport England's This Girl Can campaign has launched a new TV advert addressing taboo issues surrounding women's fitness journeys.,BBC News - UK
1656218fac7c3468e009482c2f9ed2c3,0,FBI arrests three more members of right wing extremist group 'The Base'. Six suspected white supremacists have been arrested in what appeared to be a co-ordinated operation.,BBC News - World
1a77df492b70ee3b4d1fe1f26e1d9d25,0,Serbia migrants: The man offering heat to people rejected by Europe. A priest tries to ease migrants' winter misery near Hungary's tightly-guarded border.,BBC News - World
1cb4bff74c6ab0d80c4f83f18705bdb4,0,"Boy who appeared on Supernanny detained for rape. Jacob Young's mother wrote to the judge saying the 2005 show led to a ""campaign of abuse and mockery"".",['BBC News - Home' 'BBC News - UK']
1d08b3240e06a5d1947ca57322f8bd8a,0,Collector pays UK-record £1m for rare coin. Only six Edward VIII sovereigns were made but it is not just its rarity that fascinates historians.,['BBC News - Business' 'BBC News - Home']
1d2fb991e0efd0f6c166d9aebc2cb330,0,Scottish Conservatives: Carlaw and Ballantyne to contest party leadership. Jackson Carlaw and Michelle Ballantyne are the only two candidates to put their names forward in the contest.,BBC News - UK
1e920a3b447864d39a3b588bd84a8644,0,'Miracle baby' born after womb transplant. Benjamin is only the second child in the US to be born through the procedure.,BBC News - Health
1ea0a71c075475f491b4be1c8effea7d,0,Student rape reports: The battle to be believed. Women who report violent sexual assaults at university say the perpetrators are getting away with it.,BBC News - Family & Education
1f3286c114b4c6e5c7ce9ee1521a80ad,0,"Why so many pens?... and other impeachment oddities. A long signature, a dramatic procession, and cries of ""hear ye"" were all part of the impeachment trial.",BBC News - World
1fc4b12b5d609d69cbb500a6e5ff89a0,0,"Pre-teen girls 'tricked into sex acts on webcams'. Tens of thousands of 11- to 13-year-olds are being tricked into performing sex acts, data suggests.",BBC News - Family & Education
1fde418c043b372574da3d6e148180d2,0,"Inside the Old Bailey as filming ban to be lifted. From inside the Old Bailey, Clive Coleman explains what we can expect once cameras are allowed in.",BBC News - UK
203cb1e1ea58ca97534ab3f5e4a0ce29,0,Building collapse misses pedestrians by seconds. Security footage captures two people in Washington DC narrowly avoid being crushed by falling debris.,BBC News - World
2214c2961bc4817fe352063ed91eb3eb,0,"How GCSE revision helped spot a dad's cancer. Jonathan Jenkyn says he is dodging ""the grim reaper"" after suffering a cardiac arrest and cancer.",BBC News - Family & Education
238b07b98cafe310dbd1d72110fb9100,1,Taal volcano's inner lake all but gone in eruption. Satellites continue to monitor the Philippines volcano which has experienced a lull in activity.,['BBC News - Science & Environment' 'BBC News - World']
277fc46dea3a06b0d8851ac6328ff2d6,0,"'First Middle-earth scholar' Christopher Tolkien dies. The son of JRR Tolkien is described as a ""titan"" who was a ""devoted curator of his father's work"".",BBC News - Entertainment & Arts
27c88e2797bab4d4197d2dbac56e8875,0,Carlos Ghosn: Did ex-Nissan boss really escape Japan in a box?. The BBC's John Simpson pushes Carlos Ghosn on how he managed to flee to Lebanon.,BBC News - Business
284790ed5f34f9b173c4fa1213e2bfb0,1,Apple may have to abandon Lightning connector cable. European Parliament members want all tech giants to adopt a single universal charging method.,['BBC News - Home' 'BBC News - Technology']
2904343847682bad56671b2ae7ac74a2,0,"Tyler Peck drugs death: Mother jailed for 10 years. Tyler Peck, 15, was found dead at his mother Holly Strawbridge's home the day after a drugs binge.",BBC News - UK
29fe3528dd4385d1eba2ae62ebe75596,0,'Barnacle' car windscreen clamp sparks student fury. Students shared tips on how to remove the barnacle device on social media.,BBC News - Technology
2b1c00c5c57d82f2307a506eefd4958c,0,Stormont talks: What are the key points in the draft deal?. The British and Irish governments published the text of a draft deal on Thursday night,BBC News - UK Politics
2b240f1420f00bfd8993784c112c6880,0,‘Submitting to my husband like it's 1959': Why I became a #TradWife. Alena is a #tradwife and she's not alone,BBC News - UK
2ba4b7ce743ab574e171e7949b308441,0,Lord Dubs warns Johnson not to use child refugees as Brexit 'bargaining chips'. Labour peer Lord Dubs wants to restore a protection to reunite child migrants with their families.,BBC News - UK Politics
2d40bc7366dba1915cc4aeae9cd1b37c,1,Australia fires: 'Apocalypse' comes to Kangaroo Island. Australia's Kangaroo Island has been likened to Noah's Ark - but its unique wildlife is under threat.,BBC News - Science & Environment
2e4a2f798a59562e244c17fdca80ad00,0,"Stormont finance packages keeps NI in 'austerity trap', says Murphy. The Westminster government is to give the NI Executive an extra £1bn to support the Stormont deal.",BBC News - UK Politics
3070b24edf667588bc4091e3fd274f3d,1,"The GP practice where patients can share appointments. Group sessions allow more GP time and the chance to meet others with the same illness, advocates say.",BBC News - Health
328e17e33fc3db5d692f535ec0e2c3cb,0,"Extinction: A million species at risk, so what is saved?. With around one million species at risk, how do conservationists decide what species to save?",BBC News - Science & Environment
33c983b14bd79e113680dbdda08e0512,0,Mistaken identity: 'You called the wrong Robert Shapiro...'. Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.,"['BBC News - Entertainment & Arts' 'BBC News - UK'
 'BBC News - UK Politics']"
363fc0de69d6196762134df89d374b44,1,TV cameras to be allowed in Crown Courts in England and Wales. Judges' sentencing remarks in high-profile criminal cases in England and Wales are to be filmed.,BBC News - UK Politics
3711a1c29bd34c8a35182d359589e83d,0,Storey Arms instructor jailed for indecent assaults. Robert Pugh assaulted three boys at a Brecon Beacons activity centre in the 1980s and 1990s.,BBC News - UK
384e9c6b036aacaf415ba6533648050a,1,Australia fires: A visual guide to the bushfire crisis. How Australia has been battling bushfires during a devastating fire season.,BBC News - Science & Environment
387c50f10030b6469209b2238e50a5f5,0,"Reynhard Sinaga: How the Manchester rapist found his victims. For several years, until he was caught in 2017, Reynhard Sinaga preyed on young men enjoying a night out.",BBC News - Home
39a52b6b64b8653289560f58e1ed421c,1,"Boris Johnson: Five crucial policy decisions facing the PM. The fate of HS2, Scotland and social care are some of the issues that could define the PM's tenure.",BBC News - UK Politics
39aaf2a0dfe4cf897a3d22192171c60f,1,Australia fires: Aboriginal planners say the bush 'needs to burn'. What would happen if Australia followed the ancient bushfire management practices of Aboriginal people?,BBC News - Science & Environment
39e612824fbd70b00d011c8c2b9286a4,1,"New Chinese virus 'will have infected hundreds'. The virus emerged in December, two people have died and it has been detected in three countries.",BBC News - World
3ba0049cf232e84ad9bbc01638b4394c,0,Harry and Meghan: How people split time between two countries. Four people share their experiences - good and bad - of having two homes thousands of miles apart.,['BBC News - Home' 'BBC News - UK']
3e45b8e9e6d5810f8000940737cd57d9,1,Brexit: What would no-trade-deal mean for NI?. BBC News NI's Economics and Business Editor breaks down the implications of a no-trade-deal Brexit.,BBC News - UK Politics
3e75e341079258eca3cbad903f062a4c,0,"Indyref2: What does 'once in a generation' mean?. Boris Johnson keeps saying the 2014 indyref was a ""once in a generation"" event - but what does this mean?",BBC News - UK Politics
4020526c4c1a8b8ba61b83cb60edebc2,0,Dinosaur extinction: 'Asteroid strike was real culprit'. A team of scientists discounts the idea that large-scale volcanism drove the demise of the dinosaurs.,BBC News - Science & Environment
40ef502d7b5bfc891e6ac3e7c491d3b6,0,Estranged students: 'The system assumes your parents will help'. Law student Blair Anderson's relationship with his parents broke down but he struggled to access extra support.,BBC News - Family & Education
418892e6c62b92eaaff2e079a9668877,0,"'The reality is I shouldn't be here - it's a miracle'. ‘You, Me and the Big C’ presenter Deborah James tells 5 Live she is currently ‘free’ of cancer.",BBC News - Health
4563e93d1a743de62db077154ff57258,0,Fulham beat Middlesbrough to go third in Championship. Anthony Knockaert scores the only goal as Fulham beat Middlesbrough to move up to third in the Championship.,BBC News - Home
45c4d07c3e71bbebe3c0a10f86d25606,1,"Living with ADHD: 'I have the brain of Einstein and the attention span of a toddler'. Stuart, who has ADHD, says he has ""the brain of Einstein and the attention span of a two year old"".",BBC News - Health
46a5b4559825791401320e4ba1216987,0,Stormont deal: The big issues facing Northern Ireland's new ministers. BBC News NI's experts look at the urgent matters facing the ministers on their first day at work.,BBC News - UK Politics
46b3e5750e631aaf7d959d66bd1900e6,0,"What went wrong with virtual reality?. It was thought VR would be as common as televisions, but despite improvements it is yet to take off.",BBC News - Technology
46b75d1efbb5b37994c63ba6da933051,0,Lyme disease like 'waking with a hangover' every day. A engineer forced to quit work hopes pop star Justin Bieber will raise awareness of the condition.,BBC News - Health
4780639486a00bb0d21054f75c522a03,0,"Never mind Transylvania, Dracula was Irish. A dramatic Monaghan deathbed scene and a bloodsucking Derry chieftain suggest Dracula was Irish, analysts say.",BBC News - Home
478cd1ffb4f767b6f98380225d333842,0,Owen Jones: Journalist attacked because of sexuality and political views. A judge rules Guardian columnist Owen Jones was targeted due to his sexuality and political views.,['BBC News - Home' 'BBC News - UK' 'BBC News - UK Politics']
489951d872685806ea8e948a43a0c360,1,Climate change: Last decade confirmed as warmest on record. Global data from three agencies also shows that 2019 was the second warmest year since 1850.,BBC News - Science & Environment
493eb768c76a56d3b83c73f0c628ddc3,1,"New engine tech that could get us to Mars faster. Nasa wants to send humans to Mars one day, but do we have the engines to get us there?",BBC News - Science & Environment
49dd4b2d44f037f4bad0b59e1d93a8fb,0,"Australia droughts: ‘Wall of dust’ envelops town. A dust cloud sweeps across a New South Wales town, turning it red in seconds.",BBC News - World
4b2829961e5e087a331cabe64b46631d,1,Clinton prosecutor Ken Starr to defend Trump. Former special prosecutors from Bill Clinton's impeachment trial are on the president's team.,['BBC News - Home' 'BBC News - World']
4d58638399065ea15368181aad11bc9b,0,"Labour leadership: Don't just blame 2019 campaign, Starmer warns. The leadership hopeful tells the BBC's Laura Kuenssberg he can restore trust in Labour as a ""force for good"".",BBC News - UK Politics
4d6edd3698341dffaf2c84790f0bf37f,0,What it means to be mixed race in the US. The number of multi-racial people in the US is on the rise. But the experience comes with struggles.,BBC News - World
4dc2d96cae60b9328b35d2081d9f0161,0,"Why people use bots to buy limited edition trainers. The resale market of rare trainers has exploded with the use of computer bots, the BBC finds.",BBC News - Business
4e9e476e91b071225552175c2c975a28,0,"Samira Ahmed case: What is equal pay?. BBC presenter Samira Ahmed won a pay dispute, but what is equal pay?",BBC News - Business
4fceb80576f3e1c21931a5c7104de744,1,Chinese tourists found dead by 1973 Iceland plane crash site. Police in Iceland tell the BBC autopsies will take place next week to find out the cause of death.,BBC News - World
50b963e7a1e9464fd4d496c0db868061,0,Nine-year-old 'shocked and sad' at racist abuse. A primary school pupil felt unwelcome in his school when friends called him racist names.,BBC News - Family & Education
519b4d14f334483fd42c5ca92a0dc289,0,Why are opioids still given for chronic pain?. Opioids work only for some with long-term pain - so why are they still being given to patients?,BBC News - Health
520d916685a1e2d28fa23259721d5ccb,1,Hays Travel: 'We're different to Thomas Cook'. The company has taken over all 550 Thomas Cook stores after the package holiday firm collapsed.,BBC News - Business
5371fa52cc4422aa7c6734f04b2b50fa,1,Australia fires: Is arson to blame?. There has been speculation about how many of the bushfires were caused by arson - what do the figures show?,BBC News - Home
5391b273cd9fc87cb2667ef0ed921fed,1,General election 2019: Ten lesser-known MPs to keep an eye on. Here are some of the MPs who could exert influence in the newly elected House of Commons.,BBC News - UK Politics
53bf0c9b9b0d9ba208af31486aab8444,0,"Climate change: Should you fly, drive or take the train?. How should you travel to reduce your carbon footprint?",BBC News - Home
5555e71bd691a824f13d83eb3a5e4e0b,0,"Airport guard pulled Native American woman's braids. The agency apologises after the flyer tweeted she was ""humiliated"" by the incident in Minnesota.",BBC News - World
558d779e9a13545a690e7186112a38ab,0,China anger after woman drives into Forbidden City. Social media users ask how a woman could have driven into the former imperial palace in Beijing.,['BBC News - Home' 'BBC News - World']
567e077a151a28219116e2a007032ccf,0,"My great-granddad, Nelson Mandela, would be 'unhappy' with 2020 South Africa. Nelson Mandela's great-granddaughter says the former President wouldn't be '100% happy' with modern South Africa.",BBC News - Home
56a827353122890b9671752d53ca1fd5,0,"Harry Harris: South Koreans bristle at US envoy's moustache. Harry Harris rebukes critics of his facial hair, which reminds some South Koreans of colonial rule.",BBC News - World
56e43832a61ed923aebe4255df5d5920,0,Cheetah smuggling out of Ethiopia 'fuelled by exotic pets demand'. The animals are seen as a status symbol for wealthy families in Saudi Arabia and the UAE.,BBC News - World
58cc13a45b643cf4c93a62899365726c,0,"Comic fan has The Beano delivered every week for 53 years. Paul Cooper, 61, is marking his devotion to the comic with a trip to its publisher's home city.",BBC News - UK
58dc4344df86106f80f29be7a19c98b0,0,Jack Lowden: Working with Dwayne 'The Rock' Johnson was 'utterly bizarre'. Scots actor Jack Lowden discusses his career following his nomination for a Bafta rising star award.,BBC News - Entertainment & Arts
5a72d4bcdc59408ccea7e0d437b591be,0,Belching in a good way: How livestock could learn from Orkney sheep. The sheep of North Ronaldsay could teach other livestock how to belch in a way less harmful to the climate.,BBC News - Science & Environment
5c514dce5bf6895ad707c52824644319,0,Music giant nurtures neurodiverse talent. Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.,BBC News - Entertainment & Arts
5dc897af52b6bd47ff581a573c296425,0,"What can I do about climate change?. From population to plants, your questions answered about climate change.",BBC News - World
5de2aaa90c5d4c7276804abfd8958883,1,"Labour leadership: Long-Bailey against abortion after 24 weeks on disability grounds. The Labour leadership contender ""supports women’s right to choose"" but disagrees with the current law.",BBC News - UK Politics
5f2dd09a425d57fed3bbe5b16d1b3a86,0,Dementia: Does heading a football cause the disease?. Concerns are growing that heading a football may increase the risk of players developing dementia.,BBC News - Health
62716fa04e7645a1fe674e66d07b18a1,1,Does your company nurture neurodiverse talent?. Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.,['BBC News - Business' 'BBC News - Health' 'BBC News - Home']
6384921e46f12a12778f9baf3f231671,0,Derek Fowlds: Yes Minister and Heartbeat actor dies aged 82. The actor played Bernard in Yes Minister and was in the entire series of Heartbeat.,BBC News - Entertainment & Arts
64de1a078724fb2c29609ad137bbd69a,1,"Labour leadership: Rebecca Long-Bailey pledges to return power to voters. The Labour MP sets out her pitch for Labour leadership, promising a ""shake up"" of government if elected.",['BBC News - Home' 'BBC News - UK' 'BBC News - UK Politics']
659d733034712a9468b46e6d4ada453a,0,Basildon Hospital: Mother died after 'unfathomable ineptitude'. Gabriela Pintilie lost six litres of blood after giving birth to her daughter Stefania.,BBC News - UK
682f3a9db299ac7e10b69ee7fce843b7,0,'I regret not doing my apprenticeship sooner'. Apprenticeship courses have come under the spotlight following a report from an education think-thank.,BBC News - Family & Education
6955475e75b617434a863e857a6c4f33,0,Retail sales fall sharply in December. A fifth straight month without growth adds to pressure on the Bank of England to cut interest rates.,BBC News - Business
6b466c293e20a240d74a3a90421b5952,0,Range Rover driven into London jewellery shop in robbery. Robbers broke glass display cases with a sledgehammer in the robbery which was captured on CCTV.,['BBC News - Home' 'BBC News - UK']
6c1534836b05c8f92bb144d72d270bab,1,"Australia fires: Vineyard owner's grief and determination. An Australian vineyard's destruction in bushfires led to anger, tears and new ""faith in humanity"".",BBC News - Business
6c9e2cf60c34bff5dfd9e614e681b338,1,Researchers: Are we on the cusp of an ‘AI winter’?. AI researchers admit that the hype around AI may be cooling off once again.,BBC News - Technology
6ea5856e130bdb487916200aaed08e5c,0,"Flybe boss says government loan is not a bailout. However the airline is ""in conversation"" with the government over a loan, Mark Anderson has confirmed.",BBC News - UK Politics
6f0504ca2da6123078bbf0d73c658e8e,0,Climate change food calculator: What's your diet's carbon footprint?. Check the environmental impact of what you eat and drink.,BBC News - Science & Environment
725144e62fd53c9dad84ed5ed802856c,0,Mac Miller sounds 'at peace' on posthumous album. Mac Miller fans tell Radio 1 Newsbeat what hearing his last album means to them.,['BBC News - Entertainment & Arts' 'BBC News - Home']
744602d41445b3fe7f179e8319e29211,1,Keir Starmer: I think I can restore that trust in Labour. Labour leadership candidate Sir Keir Starmer explains why he's the right person for the job.,['BBC News - UK' 'BBC News - UK Politics']
74988745bcefc5c8d73364321c770ce7,0,Smart contact lens: 'It feels seriously sci-fi'. Mojo Vision has revealed its new lens which puts augmented reality in front of your eyes.,BBC News - Technology
75b6abaf3285758c309e6140facc3971,0,"Hip-hop artist: 'I'm called Satan when I rap'. ""Mina the Veiled"" is a Senegalese hip-hop artist who is often mocked because of her passion for rap.",BBC News - Entertainment & Arts
76eb34e857806b6d6a51cc10c4a9f84e,0,Actor Stephen Graham vows to help under-represented film and TV talent. The Irishman star sets up a production company to give a platform to new and neglected voices.,BBC News - Entertainment & Arts
7716b7c085e7d718f44081a6944e7c96,1,Teachers worry over funding for smaller classes in Wales. What will happen to a £36m fund aimed at cutting infant class sizes in Wales?,BBC News - Family & Education
773489162e8117dc3f1eb8bbd985baf5,1,Evening emails 'overwhelm working parents'. Almost half of parents say that technology has blurred the boundaries between work and home.,BBC News - Family & Education
78cafa96eabc5334d8f7b2e3babfc54d,0,"Birstall explosion death: Hundreds of homes at risk, says coroner. A coroner expresses concern over risks to other houses after the death of a woman in a gas blast.",BBC News - UK
7a167bd7b58440581fd73a7e336febb1,0,"General election 2019: Leigh's voters on 'fantastic' seismic shift. Voters in Leigh are happy to have a Tory MP and are ""hoping that there's going to be a big change"".",BBC News - UK Politics
7a29e78099ab2040e760ef9b7a82e7bd,1,US officials ground drones over espionage fears. US officials are reviewing a civilian drone programme because of concerns about Chinese infiltration.,['BBC News - Home' 'BBC News - Technology']
7af62b9d769fad5cf87118b7fc07e168,0,CES 2020: Samsung's invisible keyboard for smartphones. Samsung's SelfieType scans finger taps on a table using the smartphone's front camera.,BBC News - Technology
7b49570380cebde70be58c681c5a15e6,0,"I have suffered sexual harassment, says minister Victoria Atkins. Equalities minister Victoria Atkins says ""common sense"" is needed to determine what counts as harassment.",['BBC News - Home' 'BBC News - UK' 'BBC News - UK Politics']
7c4474eea32b81b1944adb2d0aaa6649,1,In full: Sir Keir Starmer interview. Sir Keir Starmer speaks to the BBC's Laura Kuenssberg as the Labour leadership race continues.,BBC News - UK Politics
80399de0dc0ed6465f13022726d41b60,1,Brexit relationship: EU reveals clues ahead of talks with UK. Presentation slides published online give an insight into how the future relationship might pan out.,['BBC News - UK' 'BBC News - UK Politics']
84958ef437be4a8d20ed7aa011e58dce,0,"Housing-benefit errors 'making families homeless'. Struggling families are being hit by failures in the system designed to help them, a watchdog says.",BBC News - Family & Education
882c1d32aab9a66386d9c85b8e87a9c8,1,Climate change: Citizens' assembly prepares to tackle climate change. UK panel will tackle some of the dilemmas around global warming.,"['BBC News - Home' 'BBC News - Science & Environment'
 'BBC News - UK Politics']"
883b47f8386f9fcef55ebc2a369d6e22,0,Mukesh Ambani: Asia's richest man in $13bn ruling boost. India's Supreme Court rejects telecom operator's plea for relief on government levies.,['BBC News - Business' 'BBC News - Technology']
8a366f8510fc7cfa0b128808aa932a45,0,Australia fires: How do we know how many animals have died?. A biodiversity expert suggests almost half a billion animals might have been affected in Australia.,BBC News - Science & Environment
8b12f867d7afa83e28ae8eb5cae09f44,0,'Grade inflation' in top degree grades stopping. The sharp rise in first class degrees from universities has stalled after pressure from ministers.,BBC News - Family & Education
8c6a9769fe859c0bdf025bfa996eece9,0,Climate change explained. It's been linked to a year of extremes – from bushfires to torrential rains – but what is it?,['BBC News - Home' 'BBC News - World']
8da75337aeb2e5206a318ee8d2114058,0,"Ayanna Pressley: US congresswoman reveals alopecia diagnosis. Ayanna Pressley says she shared her condition because ""as a Black woman, the personal is political"".",BBC News - Home
8deddf3aeaef732fe086f09a93c8295f,0,"Is it OK to call in sick with a common cold?. Should you just crack on with it when you have a cold, or hide under the duvet for everybody's sake?",['BBC News - Business' 'BBC News - Health']
8ebcb07dd094b1e1c79deb88c2d48a10,0,"The billionaire retailer whose shops had no stock. Luiza Trajano, owner of Brazilian shop chain Magazine Luiza, is one of the country's richest people.",BBC News - Business
8f26f698fa93bd14504a931f94932c18,0,"Neanderthals 'dived in the ocean' for shellfish. Until now, there's been little evidence our evolutionary relatives could swim.",BBC News - Science & Environment
903d48ecddfc5e2ba645923c9b320bc4,0,"Six charts on Britain's most diverse Parliament. BBC analysis of gender, race and sexuality shows that the 2019 intake is set to be the most diverse yet.",BBC News - UK Politics
907fcaef9da019ec3d05b626b04789a6,0,"Chinese student Wu Huayan died 'after donations withheld'. More than a million yuan ($144,000; £111,000) was raised for Wu Huyan - but she only saw a fraction.",BBC News - World
90d336d4dd938988274b5b6f7dec50ca,0,Grammys chief removed 10 days before ceremony over misconduct allegation. Deborah Dugan is placed on leave following an allegation of misconduct.,BBC News - Entertainment & Arts
90ff1928e913774b4dddc8d46647b460,1,"Social media data needed for 'harm' research, say doctors. Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.","['BBC News - Family & Education' 'BBC News - Health'
 'BBC News - Technology']"
920f618e8181bc91de22a39e4e417d4a,0,"Victims' families slam report into 737 Max crashes. The official report found that the process of clearing the planes to fly is ""effective"".",BBC News - Business
92a19590ac43ffd2ba07858c8a493f24,0,"Sir David Attenborough warns of climate 'crisis moment'. We're at a pivotal point in efforts to tackle climate change, the naturalist and broadcaster warns.",['BBC News - Science & Environment' 'BBC News - UK']
9465e7c2fe496c75144c860ad5f98243,0,"'London throat': Toxic brake dust could cause condition, scientists say. Brake dust pollution could be contributing to a condition called ""London throat"", scientists say.",BBC News - Health
9486088f226da21474a9fb3c0442f49a,0,Rebecca Long-Bailey: What's in a hyphen?. Why Rebecca Long-Bailey's hyphen in her surname has caused some confusion.,BBC News - UK Politics
95f197f0eb9d10507b92bbb4a8f32583,0,"Facebook blocks the Spinner's 'brainwashing' tech. Social network orders the Spinner to stop targeting its users with ""disguised"" ads.",BBC News - Technology
973a94f5053bc851cfbeca77d69b4ebf,0,Travelex boss breaks silence 17 days after cyber attack. The travel money firm's boss has spoken publicly for the first time since a huge ransomware attack.,BBC News - Business
990935ad227a9a20100766d29b2d56d1,0,Outstanding schools to face inspections again. The exemption on inspections for outstanding schools is set to be scrapped.,BBC News - Family & Education
9add850f74d420d2c6a4bbd5dd6cda9e,0,Does music make exercise more effective?. Trust Me I'm a Doctor looks at whether moving to a fast beat improves the effects of activity.,BBC News - Health
9afd94a32fb2f41a26c4908044b5563a,0,"Chester's Roman wall collapses after digging work. The council says ""the removal of too much earth"" exposed a section of the Chester wall's foundations.",['BBC News - Home' 'BBC News - UK']
9b4e5e370613b08721494a5692bfc8ec,0,'Alarming' one in five deaths due to sepsis. The most detailed study of sepsis shows it is a much bigger problem than previously thought.,BBC News - Health
9b556453d59244cdb8245c3d0c19cfe4,1,Brexit and the Queen's Speech. The newly formed government has set out the laws it plans to pass over the coming Parliament.,BBC News - UK Politics
