ID,is_interesting,news,category
13e7d0067e24e6e117ceaefa918f86c3,0,Empty business rates relief 'costs £1bn'. Experts say the system pits local authorities - which want stable income - against businesses.,BBC News - Business
14b7d3fbfcf79f5169d766c833b40d11,1,"Tice: Big Ben situation is pathetic. Brexit Party MEP Richard Tice says it is ""pathetic"" that Parliament can't get Big Ben to ring on Brexit day.",BBC News - UK Politics
152c6485e2dd976b7353e5633c16f9ee,0,Ofsted seeks judgement-free approach to 'stuck schools'. Inspectors call for new freedom to inspect struggling schools without publishing a judgement.,BBC News - Family & Education
15b3713a6e75869a1f907bc6ebc27463,1,'Exercise is my medication'. Sport England's This Girl Can campaign has launched a new TV advert addressing taboo issues surrounding women's fitness journeys.,BBC News - UK
1a77df492b70ee3b4d1fe1f26e1d9d25,1,Serbia migrants: The man offering heat to people rejected by Europe. A priest tries to ease migrants' winter misery near Hungary's tightly-guarded border.,BBC News - World
1d08b3240e06a5d1947ca57322f8bd8a,0,Collector pays UK-record £1m for rare coin. Only six Edward VIII sovereigns were made but it is not just its rarity that fascinates historians.,['BBC News - Business' 'BBC News - Home' 'BBC News - UK']
1e920a3b447864d39a3b588bd84a8644,0,'Miracle baby' born after womb transplant. Benjamin is only the second child in the US to be born through the procedure.,BBC News - Health
1ea0a71c075475f491b4be1c8effea7d,0,Student rape reports: The battle to be believed. Women who report violent sexual assaults at university say the perpetrators are getting away with it.,BBC News - Family & Education
1f3286c114b4c6e5c7ce9ee1521a80ad,0,"Why so many pens?... and other impeachment oddities. A long signature, a dramatic procession, and cries of ""hear ye"" were all part of the impeachment trial.",BBC News - World
1fc4b12b5d609d69cbb500a6e5ff89a0,1,"Pre-teen girls 'tricked into sex acts on webcams'. Tens of thousands of 11- to 13-year-olds are being tricked into performing sex acts, data suggests.",BBC News - Family & Education
1fde418c043b372574da3d6e148180d2,0,"Inside the Old Bailey as filming ban to be lifted. From inside the Old Bailey, Clive Coleman explains what we can expect once cameras are allowed in.",BBC News - UK
203cb1e1ea58ca97534ab3f5e4a0ce29,0,Building collapse misses pedestrians by seconds. Security footage captures two people in Washington DC narrowly avoid being crushed by falling debris.,BBC News - World
2214c2961bc4817fe352063ed91eb3eb,0,"How GCSE revision helped spot a dad's cancer. Jonathan Jenkyn says he is dodging ""the grim reaper"" after suffering a cardiac arrest and cancer.",BBC News - Family & Education
238b07b98cafe310dbd1d72110fb9100,0,Taal volcano's inner lake all but gone in eruption. Satellites continue to monitor the Philippines volcano which has experienced a lull in activity.,['BBC News - Science & Environment' 'BBC News - World']
23db1f0bd62e8c53e1ef7ba04f3a9763,0,"Man arrested in Peru airport with 20 birds in suitcase. The Belgian traveller was trying to smuggle the protected species from Peru to Spain, officers say.",BBC News - Science & Environment
25a62088a98dcc14c411daa1ee0bad14,0,"Australian Open 2020: Margaret Court to be 'recognised' - why is she such a divisive figure?. Margaret Court was a quiet champion, unrivalled in sport but shy in public. Now she is at the centre of a polemic set to play out its latest chapter.",BBC News - Home
277fc46dea3a06b0d8851ac6328ff2d6,0,"'First Middle-earth scholar' Christopher Tolkien dies. The son of JRR Tolkien is described as a ""titan"" who was a ""devoted curator of his father's work"".",BBC News - Entertainment & Arts
27c88e2797bab4d4197d2dbac56e8875,1,Carlos Ghosn: Did ex-Nissan boss really escape Japan in a box?. The BBC's John Simpson pushes Carlos Ghosn on how he managed to flee to Lebanon.,BBC News - Business
284790ed5f34f9b173c4fa1213e2bfb0,2,Apple may have to abandon Lightning connector cable. European Parliament members want all tech giants to adopt a single universal charging method.,['BBC News - Home' 'BBC News - Technology']
29ac0ee5ba37b96ef2cf62a936cc6bce,1,Trump impeachment: Senators sworn in for historic trial. The articles of impeachment were read aloud on the Senate floor as the trial got under way.,BBC News - World
29fe3528dd4385d1eba2ae62ebe75596,1,'Barnacle' car windscreen clamp sparks student fury. Students shared tips on how to remove the barnacle device on social media.,BBC News - Technology
2af309b3c92391682702170fc9cd2d1b,0,Premier League predictions: Lawro v King Gary star Tom Davis. Mark Lawrenson takes on King Gary star Tom Davis to make predictions for this weekend's Premier League fixtures.,BBC News - Home
2b1c00c5c57d82f2307a506eefd4958c,0,Stormont talks: What are the key points in the draft deal?. The British and Irish governments published the text of a draft deal on Thursday night,BBC News - UK Politics
2b240f1420f00bfd8993784c112c6880,0,‘Submitting to my husband like it's 1959': Why I became a #TradWife. Alena is a #tradwife and she's not alone,['BBC News - Home' 'BBC News - UK']
2ba4b7ce743ab574e171e7949b308441,0,Lord Dubs warns Johnson not to use child refugees as Brexit 'bargaining chips'. Labour peer Lord Dubs wants to restore a protection to reunite child migrants with their families.,BBC News - UK Politics
2c92f74170f9799c4d10b5df02b8e578,0,UK pub numbers rise for the first time in a decade. More venues opened in 2019 as more customers opted for food instead of just drinking alcohol.,BBC News - Business
2d9b7fba89d268e02895ab2ed3d33fc1,0,"Quiz of the week: On Trump, Russia and the new Bond theme. Have you been paying attention to what's been going on during the past seven days?",BBC News - Home
2e4a2f798a59562e244c17fdca80ad00,0,"Stormont finance packages keeps NI in 'austerity trap', says Murphy. The Westminster government is to give the NI Executive an extra £1bn to support the Stormont deal.",BBC News - UK Politics
2e5d9f8a2b5776bad0be36fd3fe5345e,0,"Reconnecting with nature 'triggers' eco-actions. People with access to green spaces are more likely to be more environmentally friendly, study says.",BBC News - Science & Environment
2e690644da73e52430fb680e317b1d11,0,Plan to regulate 'wild west' beauty filler industry. A new licensing scheme will target non-healthcare professionals who carry out work such as lip enhancements.,BBC News - UK Politics
3070b24edf667588bc4091e3fd274f3d,0,"The GP practice where patients can share appointments. Group sessions allow more GP time and the chance to meet others with the same illness, advocates say.",BBC News - Health
31aff64f9d91d2a598dea94a87a15142,0,"Snooker: Ali Carter overturns referees decision on yellow - but was he right?. Ali Carter appears to miss an attempted safety on the yellow, but then overturns the referee's call of a foul - but was Carter right?",BBC News - Home
328e17e33fc3db5d692f535ec0e2c3cb,0,"Extinction: A million species at risk, so what is saved?. With around one million species at risk, how do conservationists decide what species to save?",BBC News - Science & Environment
33c983b14bd79e113680dbdda08e0512,0,Mistaken identity: 'You called the wrong Robert Shapiro...'. Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.,"['BBC News - Entertainment & Arts' 'BBC News - Home' 'BBC News - UK'
 'BBC News - UK Politics']"
363fc0de69d6196762134df89d374b44,0,TV cameras to be allowed in Crown Courts in England and Wales. Judges' sentencing remarks in high-profile criminal cases in England and Wales are to be filmed.,BBC News - UK Politics
384e9c6b036aacaf415ba6533648050a,0,Australia fires: A visual guide to the bushfire crisis. How Australia has been battling bushfires during a devastating fire season.,BBC News - Science & Environment
387c50f10030b6469209b2238e50a5f5,0,"Reynhard Sinaga: How the Manchester rapist found his victims. For several years, until he was caught in 2017, Reynhard Sinaga preyed on young men enjoying a night out.",BBC News - Home
39a52b6b64b8653289560f58e1ed421c,1,"Boris Johnson: Five crucial policy decisions facing the PM. The fate of HS2, Scotland and social care are some of the issues that could define the PM's tenure.",BBC News - UK Politics
39aaf2a0dfe4cf897a3d22192171c60f,0,Australia fires: Aboriginal planners say the bush 'needs to burn'. What would happen if Australia followed the ancient bushfire management practices of Aboriginal people?,BBC News - Science & Environment
3b2dbfa0c91fa3c054a2c46c0b4c3a7d,0,Labour leadership: Candidates seek union backing in next phase of contest. Lisa Nandy wins the NUM's backing as the candidates seek endorsements from unions and local parties.,BBC News - UK Politics
3ba0049cf232e84ad9bbc01638b4394c,0,Harry and Meghan: How people split time between two countries. Four people share their experiences - good and bad - of having two homes thousands of miles apart.,['BBC News - Home' 'BBC News - UK']
3c051388749c10f5475e58e25c0ea67f,0,"Flybe to switch Newquay-Heathrow flights to Gatwick. The change could anger firms in the South West, who value the international routes Heathrow provides.",BBC News - Business
3e45b8e9e6d5810f8000940737cd57d9,0,Brexit: What would no-trade-deal mean for NI?. BBC News NI's Economics and Business Editor breaks down the implications of a no-trade-deal Brexit.,BBC News - UK Politics
3e75e341079258eca3cbad903f062a4c,0,"Indyref2: What does 'once in a generation' mean?. Boris Johnson keeps saying the 2014 indyref was a ""once in a generation"" event - but what does this mean?",BBC News - UK Politics
40ef502d7b5bfc891e6ac3e7c491d3b6,1,Estranged students: 'The system assumes your parents will help'. Law student Blair Anderson's relationship with his parents broke down but he struggled to access extra support.,BBC News - Family & Education
418892e6c62b92eaaff2e079a9668877,0,"'The reality is I shouldn't be here - it's a miracle'. ‘You, Me and the Big C’ presenter Deborah James tells 5 Live she is currently ‘free’ of cancer.",BBC News - Health
44e7fbbcedd5b782a2abbd513c969bfe,0,"Loose horse rescued from road by bus. A woman who helped stop traffic and calmed the horse said it was ""shaken up"".",BBC News - UK
45034eb5974e974de05137b3bd322e8d,0,Income tax cut and new property levy suggested by Adam Price. Party leader Adam Price says council tax could be scrapped if it formed the next Welsh Government.,BBC News - UK Politics
45c4d07c3e71bbebe3c0a10f86d25606,0,"Living with ADHD: 'I have the brain of Einstein and the attention span of a toddler'. Stuart, who has ADHD, says he has ""the brain of Einstein and the attention span of a two year old"".",BBC News - Health
46a5b4559825791401320e4ba1216987,0,Stormont deal: The big issues facing Northern Ireland's new ministers. BBC News NI's experts look at the urgent matters facing the ministers on their first day at work.,BBC News - UK Politics
46b3e5750e631aaf7d959d66bd1900e6,1,"What went wrong with virtual reality?. It was thought VR would be as common as televisions, but despite improvements it is yet to take off.",BBC News - Technology
46b75d1efbb5b37994c63ba6da933051,0,Lyme disease like 'waking with a hangover' every day. A engineer forced to quit work hopes pop star Justin Bieber will raise awareness of the condition.,BBC News - Health
4780639486a00bb0d21054f75c522a03,0,"Never mind Transylvania, Dracula was Irish. A dramatic Monaghan deathbed scene and a bloodsucking Derry chieftain suggest Dracula was Irish, analysts say.",BBC News - Home
489951d872685806ea8e948a43a0c360,0,Climate change: Last decade confirmed as warmest on record. Global data from three agencies also shows that 2019 was the second warmest year since 1850.,BBC News - Science & Environment
493eb768c76a56d3b83c73f0c628ddc3,1,"New engine tech that could get us to Mars faster. Nasa wants to send humans to Mars one day, but do we have the engines to get us there?",BBC News - Science & Environment
49dd4b2d44f037f4bad0b59e1d93a8fb,0,"Australia droughts: ‘Wall of dust’ envelops town. A dust cloud sweeps across a New South Wales town, turning it red in seconds.",['BBC News - Home' 'BBC News - World']
4b40ae2216501fa5d18fed07ef6865f5,0,'I was sexually abused by a shaman at an ayahuasca retreat'. Ayahuasca's psychedelic powers are attracting more and more tourists. But the scene appears to have a dark side.,BBC News - World
4c4332527db79cf472eac58d926f277a,0,Dominic Hamlyn: Student died following underwater party trick. Dominic Hamlyn was swimming lengths underwater during a challenge on his brother's birthday.,BBC News - UK
4d58638399065ea15368181aad11bc9b,0,"Labour leadership: Don't just blame 2019 campaign, Starmer warns. The leadership hopeful tells the BBC's Laura Kuenssberg he can restore trust in Labour as a ""force for good"".",BBC News - UK Politics
4d6edd3698341dffaf2c84790f0bf37f,0,What it means to be mixed race in the US. The number of multi-racial people in the US is on the rise. But the experience comes with struggles.,['BBC News - Home' 'BBC News - World']
4dc2d96cae60b9328b35d2081d9f0161,1,"Why people use bots to buy limited edition trainers. The resale market of rare trainers has exploded with the use of computer bots, the BBC finds.",BBC News - Business
4e9e476e91b071225552175c2c975a28,0,"Samira Ahmed case: What is equal pay?. BBC presenter Samira Ahmed won a pay dispute, but what is equal pay?",BBC News - Business
50b963e7a1e9464fd4d496c0db868061,0,Nine-year-old 'shocked and sad' at racist abuse. A primary school pupil felt unwelcome in his school when friends called him racist names.,BBC News - Family & Education
519b4d14f334483fd42c5ca92a0dc289,0,Why are opioids still given for chronic pain?. Opioids work only for some with long-term pain - so why are they still being given to patients?,BBC News - Health
51c32765a9f0710cf7425665712d4d86,0,"Oscar Saxelby-Lee 'cancer-cell free' after treatment. The five-year-old's family says they ""are rejoicing at this magical time in our lives"".",BBC News - UK
520d916685a1e2d28fa23259721d5ccb,0,Hays Travel: 'We're different to Thomas Cook'. The company has taken over all 550 Thomas Cook stores after the package holiday firm collapsed.,BBC News - Business
5391b273cd9fc87cb2667ef0ed921fed,0,General election 2019: Ten lesser-known MPs to keep an eye on. Here are some of the MPs who could exert influence in the newly elected House of Commons.,BBC News - UK Politics
53bf0c9b9b0d9ba208af31486aab8444,0,"Climate change: Should you fly, drive or take the train?. How should you travel to reduce your carbon footprint?",BBC News - Home
567e077a151a28219116e2a007032ccf,1,"My great-granddad, Nelson Mandela, would be 'unhappy' with 2020 South Africa. Nelson Mandela's great-granddaughter says the former President wouldn't be '100% happy' with modern South Africa.",BBC News - Home
58cc13a45b643cf4c93a62899365726c,0,"Comic fan has The Beano delivered every week for 53 years. Paul Cooper, 61, is marking his devotion to the comic with a trip to its publisher's home city.",BBC News - UK
58dc4344df86106f80f29be7a19c98b0,0,Jack Lowden: Working with Dwayne 'The Rock' Johnson was 'utterly bizarre'. Scots actor Jack Lowden discusses his career following his nomination for a Bafta rising star award.,BBC News - Entertainment & Arts
5916564b31dcdcc6f0512a5df7335985,0,TV host Wendy Williams sorry for mocking Joaquin Phoenix's lip scar. Wendy Williams came under fire for appearing to make fun of actor Joaquin Phoenix's appearance.,BBC News - Entertainment & Arts
5a72d4bcdc59408ccea7e0d437b591be,0,Belching in a good way: How livestock could learn from Orkney sheep. The sheep of North Ronaldsay could teach other livestock how to belch in a way less harmful to the climate.,BBC News - Science & Environment
5c514dce5bf6895ad707c52824644319,0,Music giant nurtures neurodiverse talent. Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.,BBC News - Entertainment & Arts
5d2a451e15a6fdbb4092f20d8bdb18f8,0,UK MEPs urge EU to 'learn lessons' of Brexit. Both Leave and Remain backers appeal to the bloc to change as it debates its future in Strasbourg.,BBC News - UK Politics
5d9bf01c564bc832e7754f2108a0b3b6,0,Ayia Napa false rape claim trial: Briton files appeal against conviction. Legal support group says the teenager did not get a fair trial and her rights have been breached.,BBC News - UK
5dc897af52b6bd47ff581a573c296425,0,"What can I do about climate change?. From population to plants, your questions answered about climate change.",BBC News - World
5dfe7232878029e4c0446372411d4a64,0,"Newspaper headlines: Harry's 'farewell' and social media firm 'payback'. The front pages question whether Prince Harry has had his ""swan song"" before he and Meghan ""step back"".",BBC News - UK
5f0a3d4859d3dbd11b7e42de9f3ea574,1,"Chinese birth rate falls to lowest in seven decades. At the same time, China's population hit 1.4 billion in 2019 - but the gender imbalance remains.",BBC News - World
5f2dd09a425d57fed3bbe5b16d1b3a86,1,Dementia: Does heading a football cause the disease?. Concerns are growing that heading a football may increase the risk of players developing dementia.,BBC News - Health
62716fa04e7645a1fe674e66d07b18a1,0,Does your company nurture neurodiverse talent?. Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.,['BBC News - Business' 'BBC News - Home']
6384921e46f12a12778f9baf3f231671,0,Derek Fowlds: Yes Minister and Heartbeat actor dies aged 82. The actor played Bernard in Yes Minister and was in the entire series of Heartbeat.,['BBC News - Entertainment & Arts' 'BBC News - Home' 'BBC News - UK']
65b6941f65f5adc3c3c323f32a61f7f1,0,"Australia fires: Rain finally falls on some bushfires. Wet weather brings relief to some devastated areas, but the fire crisis is far from over.",BBC News - World
676e8f44b43c3bda2856602bcbe1eb00,0,"Estate agents report 'uplift' in housing market. Expectations of future sales have ""risen sharply"" according to property professionals.",BBC News - Business
682f3a9db299ac7e10b69ee7fce843b7,0,'I regret not doing my apprenticeship sooner'. Apprenticeship courses have come under the spotlight following a report from an education think-thank.,BBC News - Family & Education
6955475e75b617434a863e857a6c4f33,0,Retail sales fall sharply in December. A fifth straight month without growth adds to pressure on the Bank of England to cut interest rates.,['BBC News - Business' 'BBC News - Home']
6c1534836b05c8f92bb144d72d270bab,0,"Australia fires: Vineyard owner's grief and determination. An Australian vineyard's destruction in bushfires led to anger, tears and new ""faith in humanity"".",BBC News - Business
6c9e2cf60c34bff5dfd9e614e681b338,1,Researchers: Are we on the cusp of an ‘AI winter’?. AI researchers admit that the hype around AI may be cooling off once again.,BBC News - Technology
6d65f0d25b0b84c69f1ba938d1551896,1,"US and China sign deal to ease trade war. Mr Trump has hailed the deal as a ""transformative"", but the majority of tariffs will remain in place.",BBC News - Business
6ea5856e130bdb487916200aaed08e5c,0,"Flybe boss says government loan is not a bailout. However the airline is ""in conversation"" with the government over a loan, Mark Anderson has confirmed.",BBC News - UK Politics
6f0504ca2da6123078bbf0d73c658e8e,0,Climate change food calculator: What's your diet's carbon footprint?. Check the environmental impact of what you eat and drink.,BBC News - Science & Environment
7095ac4faac86cd0f76cf51f852641f6,1,US lawmakers concerned by accuracy of facial recognition. Lawmakers heard testimony on the risks of facial recognition programs which are largely unregulated.,BBC News - Technology
744602d41445b3fe7f179e8319e29211,0,Keir Starmer: I think I can restore that trust in Labour. Labour leadership candidate Sir Keir Starmer explains why he's the right person for the job.,['BBC News - UK' 'BBC News - UK Politics']
74988745bcefc5c8d73364321c770ce7,1,Smart contact lens: 'It feels seriously sci-fi'. Mojo Vision has revealed its new lens which puts augmented reality in front of your eyes.,BBC News - Technology
7592c703a8e3d6669dacbda5b3118c3a,1,"Asda trials refills at 'sustainability store'. Shoppers can fill their own containers at the store, as the supermarket tries to reduce plastic waste.",BBC News - Business
75b6abaf3285758c309e6140facc3971,0,"Hip-hop artist: 'I'm called Satan when I rap'. ""Mina the Veiled"" is a Senegalese hip-hop artist who is often mocked because of her passion for rap.",BBC News - Entertainment & Arts
76d9dfdd4e65002db7acc1acd3d60529,1,Scottish independence: Johnson rejects Sturgeon's indyref2 demand. Boris Johnson confirms he will not agree to Nicola Sturgeon's request for a second independence referendum.,BBC News - UK Politics
76eb34e857806b6d6a51cc10c4a9f84e,0,Actor Stephen Graham vows to help under-represented film and TV talent. The Irishman star sets up a production company to give a platform to new and neglected voices.,BBC News - Entertainment & Arts
7716b7c085e7d718f44081a6944e7c96,0,Teachers worry over funding for smaller classes in Wales. What will happen to a £36m fund aimed at cutting infant class sizes in Wales?,BBC News - Family & Education
773489162e8117dc3f1eb8bbd985baf5,1,Evening emails 'overwhelm working parents'. Almost half of parents say that technology has blurred the boundaries between work and home.,BBC News - Family & Education
7a0c478eb53827484f5398e1cf267515,0,Brexit: There will be no automatic deportation for EU citizens - Verhofstadt. The European Parliament's Brexit co-ordinator says he has received assurances from the UK government.,['BBC News - Home' 'BBC News - UK' 'BBC News - UK Politics']
7a167bd7b58440581fd73a7e336febb1,1,"General election 2019: Leigh's voters on 'fantastic' seismic shift. Voters in Leigh are happy to have a Tory MP and are ""hoping that there's going to be a big change"".",BBC News - UK Politics
7a29e78099ab2040e760ef9b7a82e7bd,3,US officials ground drones over espionage fears. US officials are reviewing a civilian drone programme because of concerns about Chinese infiltration.,['BBC News - Home' 'BBC News - Technology' 'BBC News - World']
7a886a5e4a4e94f015253202af9377d4,0,"What if Liverpool win the Premier League? Fans predict 'unbearable' outcome. Rival football fans talk about how they will feel if, or when, Liverpool win their first Premier League title",BBC News - Home
7af62b9d769fad5cf87118b7fc07e168,1,CES 2020: Samsung's invisible keyboard for smartphones. Samsung's SelfieType scans finger taps on a table using the smartphone's front camera.,BBC News - Technology
80399de0dc0ed6465f13022726d41b60,0,Brexit relationship: EU reveals clues ahead of talks with UK. Presentation slides published online give an insight into how the future relationship might pan out.,['BBC News - Home' 'BBC News - UK' 'BBC News - UK Politics']
809ab4ac3d9c863f3643dee3121a2c08,0,Climate change: Australia fires will be 'normal' in warmer world. UK scientists say the recent fires in Australia are a foretaste of decades to come.,BBC News - Science & Environment
8117a904feab3d915edb76ea142bc156,1,"Impeachment trial: Why did Pelosi use so many pens?. A long signature, a dramatic procession, and cries of ""hear ye"" were all part of the impeachment trial.",BBC News - Home
81842d3a13c6a6ece0b374b66c0573da,0,"Jamie Wallis: Bridgend MP 'misled press' over sugar daddy site. Labour MP says Jamie Wallis should apologise for alleged links to “exploitative and demeaning"" site.",BBC News - UK Politics
82de5538cba9ff3c28b05010a7faef06,1,Scottish FA set to ban children heading footballs. Children in Scotland may be banned from heading the ball because of a suspected link between football and dementia.,BBC News - UK
83017c7d722b4d0ae79a4905cf1e038f,0,Oscars 2020: Heller and Hanks on A Beautiful Day in the Neighborhood. Tom Hanks is nominated for an Oscar for his latest film but director Marielle Heller has missed out.,BBC News - Entertainment & Arts
839a46943a467b908086009b7169b0b9,1,More men needed to donate blood 'high in iron'. Men make up 40% of blood donors and their blood contains more iron than women's.,BBC News - Health
84958ef437be4a8d20ed7aa011e58dce,0,"Housing-benefit errors 'making families homeless'. Struggling families are being hit by failures in the system designed to help them, a watchdog says.",BBC News - Family & Education
84c6b5f5b54c8399c66c690a3b1b0ef1,0,EU flag to be taken down at Holyrood after Brexit. The EU flag will be lowered at Holyrood on 31 January despite an SNP MSP's campaign to keep it up.,BBC News - UK Politics
86059b76717dc126c4d6ddf21249131c,0,Met Police probed for not investigating VIP abuse claims. The force ignored a recommendation to investigate the two men made by retired High Court judge.,BBC News - UK
883b47f8386f9fcef55ebc2a369d6e22,0,Mukesh Ambani: Asia's richest man in $13bn ruling boost. India's Supreme Court rejects telecom operator's plea for relief on government levies.,['BBC News - Business' 'BBC News - Technology']
8a366f8510fc7cfa0b128808aa932a45,0,Australia fires: How do we know how many animals have died?. A biodiversity expert suggests almost half a billion animals might have been affected in Australia.,BBC News - Science & Environment
8b0703ae52627672496d60aababad8c5,0,"Brexit: 31 January gathering in London gets go-ahead. Nigel Farage says the Parliament Square party on 31 January will mark a ""big moment"" in UK history.",BBC News - UK Politics
8b12f867d7afa83e28ae8eb5cae09f44,0,'Grade inflation' in top degree grades stopping. The sharp rise in first class degrees from universities has stalled after pressure from ministers.,BBC News - Family & Education
8c6a9769fe859c0bdf025bfa996eece9,0,Climate change explained. It's been linked to a year of extremes – from bushfires to torrential rains – but what is it?,['BBC News - Home' 'BBC News - World']
8da75337aeb2e5206a318ee8d2114058,0,"Ayanna Pressley: US congresswoman reveals alopecia diagnosis. Ayanna Pressley says she shared her condition because ""as a Black woman, the personal is political"".",BBC News - World
8deddf3aeaef732fe086f09a93c8295f,2,"Is it OK to call in sick with a common cold?. Should you just crack on with it when you have a cold, or hide under the duvet for everybody's sake?",['BBC News - Business' 'BBC News - Health']
8ebcb07dd094b1e1c79deb88c2d48a10,0,"The billionaire retailer whose shops had no stock. Luiza Trajano, owner of Brazilian shop chain Magazine Luiza, is one of the country's richest people.",BBC News - Business
8f2476ade97467a6c9c39c57bbcf7aaf,0,Ukraine PM Honcharuk offers to quit in audiotape furore. PM Honcharuk appears to mock President Zelensky's grasp of economics in a leaked recording.,BBC News - World
